省,市,县,年份,家谱数量
安徽,滁州市,定远县,2017,1
安徽,滁州市,明光市,1996,1
安徽,滁州市,明光市,2007,1
安徽,滁州市,明光市,2015,1
安徽,滁州市,明光市,2017,1
安徽,滁州市,明光市,2018,1
安徽,滁州市,明光市,2023,2
安徽,滁州市,来安县,2009,1
安徽,滁州市,来安县,2019,1
安徽,芜湖市,南陵县,1774,1
安徽,芜湖市,南陵县,1873,1
安徽,芜湖市,南陵县,1878,1
安徽,芜湖市,南陵县,1880,1
安徽,芜湖市,南陵县,1883,1
安徽,芜湖市,南陵县,1885,2
安徽,芜湖市,南陵县,1886,1
安徽,芜湖市,南陵县,1888,2
安徽,芜湖市,南陵县,1894,1
安徽,芜湖市,南陵县,1896,1
安徽,芜湖市,南陵县,1905,1
安徽,芜湖市,南陵县,1908,1
安徽,芜湖市,南陵县,1913,1
安徽,芜湖市,南陵县,1914,1
安徽,芜湖市,南陵县,1915,2
安徽,芜湖市,南陵县,1916,1
安徽,芜湖市,南陵县,1917,1
安徽,芜湖市,南陵县,1918,1
安徽,芜湖市,南陵县,1919,1
安徽,芜湖市,南陵县,1923,2
安徽,芜湖市,南陵县,1925,1
安徽,芜湖市,南陵县,1926,2
安徽,芜湖市,南陵县,1927,1
安徽,芜湖市,南陵县,1932,1
安徽,芜湖市,南陵县,1933,1
安徽,芜湖市,南陵县,1939,1
安徽,芜湖市,南陵县,1941,1
安徽,芜湖市,南陵县,1942,1
安徽,芜湖市,南陵县,1946,1
安徽,芜湖市,南陵县,1948,1
安徽,芜湖市,南陵县,2013,2
安徽,芜湖市,南陵县,2014,1
安徽,芜湖市,南陵县,2015,1
安徽,芜湖市,南陵县,2020,2
安徽,芜湖市,南陵县,2021,1
安徽,芜湖市,南陵县,2023,1
安徽,芜湖市,无为县,2005,2
安徽,芜湖市,无为县,2006,3
安徽,芜湖市,无为县,2007,1
安徽,芜湖市,无为县,2008,3
安徽,芜湖市,无为县,2009,3
安徽,芜湖市,无为县,2010,4
安徽,芜湖市,无为县,2011,2
安徽,芜湖市,无为县,2012,2
安徽,芜湖市,无为县,2013,1
安徽,芜湖市,无为县,2014,1
安徽,芜湖市,无为县,2015,8
安徽,芜湖市,无为县,2016,4
安徽,芜湖市,无为县,2017,3
安徽,芜湖市,无为县,2021,1
安徽,芜湖市,无为县,2022,1
安徽,芜湖市,繁昌县,1846,1
安徽,芜湖市,繁昌县,1897,1
安徽,芜湖市,繁昌县,1899,1
安徽,芜湖市,繁昌县,1912,1
安徽,芜湖市,繁昌县,1915,1
安徽,芜湖市,繁昌县,1916,1
安徽,芜湖市,繁昌县,1920,1
安徽,芜湖市,繁昌县,1921,1
安徽,芜湖市,繁昌县,1923,2
安徽,芜湖市,繁昌县,1930,1
安徽,芜湖市,繁昌县,1931,1
安徽,芜湖市,繁昌县,1940,1
安徽,芜湖市,繁昌县,1941,1
安徽,芜湖市,繁昌县,1947,1
安徽,芜湖市,繁昌县,1990,1
安徽,芜湖市,繁昌县,2000,1
安徽,芜湖市,繁昌县,2003,1
安徽,芜湖市,繁昌县,2004,2
安徽,芜湖市,繁昌县,2005,2
安徽,芜湖市,繁昌县,2007,1
安徽,芜湖市,繁昌县,2009,2
安徽,芜湖市,繁昌县,2010,1
安徽,芜湖市,繁昌县,2013,1
安徽,芜湖市,繁昌县,2014,1
安徽,芜湖市,繁昌县,2015,3
安徽,芜湖市,繁昌县,2017,3
安徽,芜湖市,繁昌县,2018,1
安徽,芜湖市,繁昌县,2019,1
安徽,芜湖市,芜湖县,1991,1
安徽,芜湖市,芜湖县,2010,1
安徽,芜湖市,芜湖县,2017,1
安徽,芜湖市,鸠江区,2013,1
安徽,芜湖市,鸠江区,2017,1
安徽,蚌埠市,五河县,1868,1
安徽,蚌埠市,五河县,1926,1
安徽,蚌埠市,五河县,1942,1
安徽,蚌埠市,五河县,1995,2
安徽,蚌埠市,五河县,1996,2
安徽,蚌埠市,五河县,1998,1
安徽,蚌埠市,五河县,2001,1
安徽,蚌埠市,五河县,2004,2
安徽,蚌埠市,五河县,2009,2
安徽,蚌埠市,五河县,2011,1
安徽,蚌埠市,五河县,2013,2
安徽,蚌埠市,五河县,2015,1
安徽,蚌埠市,五河县,2018,2
安徽,蚌埠市,五河县,2020,1
安徽,蚌埠市,五河县,2021,1
安徽,蚌埠市,固镇县,2004,1
安徽,蚌埠市,固镇县,2008,1
安徽,蚌埠市,固镇县,2011,1
安徽,蚌埠市,怀远县,1870,1
安徽,蚌埠市,怀远县,1900,1
安徽,蚌埠市,怀远县,1908,1
安徽,蚌埠市,怀远县,1930,1
安徽,蚌埠市,怀远县,1933,1
安徽,蚌埠市,怀远县,1988,1
安徽,蚌埠市,怀远县,1994,2
安徽,蚌埠市,怀远县,1995,2
安徽,蚌埠市,怀远县,1996,1
安徽,蚌埠市,怀远县,1998,1
安徽,蚌埠市,怀远县,2000,1
安徽,蚌埠市,怀远县,2001,1
安徽,蚌埠市,怀远县,2002,1
安徽,蚌埠市,怀远县,2004,1
安徽,蚌埠市,怀远县,2005,2
安徽,蚌埠市,怀远县,2006,1
安徽,蚌埠市,怀远县,2009,2
安徽,蚌埠市,怀远县,2010,1
安徽,蚌埠市,怀远县,2012,3
安徽,蚌埠市,怀远县,2013,1
安徽,蚌埠市,怀远县,2014,2
安徽,蚌埠市,怀远县,2015,2
安徽,蚌埠市,怀远县,2016,1
安徽,蚌埠市,怀远县,2018,4
安徽,蚌埠市,怀远县,2019,2
安徽,蚌埠市,怀远县,2020,1
安徽,铜陵市,义安区,2021,1
安徽,铜陵市,枞阳县,1988,1
安徽,铜陵市,枞阳县,2003,1
安徽,铜陵市,枞阳县,2004,1
安徽,铜陵市,枞阳县,2006,2
安徽,铜陵市,枞阳县,2007,5
安徽,铜陵市,枞阳县,2008,3
安徽,铜陵市,枞阳县,2009,1
安徽,铜陵市,枞阳县,2010,2
安徽,铜陵市,枞阳县,2011,2
安徽,铜陵市,枞阳县,2012,2
安徽,铜陵市,枞阳县,2013,4
安徽,铜陵市,枞阳县,2014,3
安徽,铜陵市,枞阳县,2015,4
安徽,铜陵市,枞阳县,2016,4
安徽,铜陵市,枞阳县,2017,2
安徽,铜陵市,枞阳县,2018,5
安徽,铜陵市,枞阳县,2019,2
安徽,铜陵市,枞阳县,2020,5
安徽,铜陵市,枞阳县,2023,2
安徽,铜陵市,郊区,1985,1
安徽,铜陵市,郊区,2010,1
安徽,阜阳市,临泉县,2003,1
安徽,阜阳市,临泉县,2008,1
安徽,阜阳市,临泉县,2011,1
安徽,阜阳市,临泉县,2015,1
安徽,阜阳市,太和县,1896,1
安徽,阜阳市,太和县,1905,1
安徽,阜阳市,太和县,1918,1
安徽,阜阳市,太和县,1926,1
安徽,阜阳市,太和县,1928,1
安徽,阜阳市,太和县,1936,1
安徽,阜阳市,太和县,1993,1
安徽,阜阳市,太和县,1999,1
安徽,阜阳市,太和县,2000,1
安徽,阜阳市,太和县,2001,1
安徽,阜阳市,太和县,2003,1
安徽,阜阳市,太和县,2005,1
安徽,阜阳市,太和县,2008,1
安徽,阜阳市,太和县,2012,1
安徽,阜阳市,太和县,2015,1
安徽,阜阳市,太和县,2016,1
安徽,阜阳市,太和县,2017,1
安徽,阜阳市,界首市,2011,1
安徽,阜阳市,阜南县,2003,3
安徽,阜阳市,阜南县,2005,1
安徽,阜阳市,阜南县,2008,1
安徽,阜阳市,阜南县,2013,1
安徽,阜阳市,阜南县,2014,3
安徽,阜阳市,阜南县,2016,1
安徽,阜阳市,阜南县,2018,1
安徽,阜阳市,阜南县,2019,1
安徽,阜阳市,阜南县,2021,1
安徽,阜阳市,颍上县,1996,1
安徽,阜阳市,颍上县,2004,1
安徽,阜阳市,颍上县,2006,1
安徽,阜阳市,颍上县,2007,1
安徽,阜阳市,颍上县,2008,2
安徽,阜阳市,颍上县,2010,1
安徽,阜阳市,颍上县,2012,2
安徽,阜阳市,颍上县,2016,2
安徽,阜阳市,颍上县,2017,3
安徽,阜阳市,颍上县,2019,1
安徽,阜阳市,颍上县,2020,3
安徽,阜阳市,颍上县,2021,1
安徽,阜阳市,颍州区,1998,1
安徽,阜阳市,颍州区,2005,1
安徽,阜阳市,颍州区,2008,1
安徽,阜阳市,颍州区,2017,1
安徽,阜阳市,颍泉区,2013,1
安徽,马鞍山市,博望区,1992,1
安徽,马鞍山市,博望区,1994,1
安徽,马鞍山市,博望区,2015,1
安徽,马鞍山市,含山县,1950,1
安徽,马鞍山市,含山县,1988,1
安徽,马鞍山市,含山县,1993,1
安徽,马鞍山市,含山县,1994,2
安徽,马鞍山市,含山县,1996,2
安徽,马鞍山市,含山县,1998,1
安徽,马鞍山市,含山县,1999,2
安徽,马鞍山市,含山县,2007,2
安徽,马鞍山市,含山县,2016,2
安徽,马鞍山市,含山县,2018,1
安徽,马鞍山市,含山县,2020,2
安徽,马鞍山市,含山县,2022,1
安徽,马鞍山市,和县,1950,1
安徽,马鞍山市,和县,1982,1
安徽,马鞍山市,和县,1999,1
安徽,马鞍山市,和县,2005,2
安徽,马鞍山市,和县,2008,1
安徽,马鞍山市,和县,2010,2
安徽,马鞍山市,和县,2011,1
安徽,马鞍山市,和县,2016,2
安徽,马鞍山市,和县,2017,2
安徽,马鞍山市,当涂县,1778,1
安徽,马鞍山市,当涂县,1803,1
安徽,马鞍山市,当涂县,1920,1
安徽,马鞍山市,当涂县,1926,1
安徽,马鞍山市,当涂县,1940,1
安徽,马鞍山市,当涂县,1948,1
安徽,马鞍山市,当涂县,1957,1
安徽,马鞍山市,当涂县,1991,1
安徽,马鞍山市,当涂县,1994,1
安徽,马鞍山市,当涂县,1996,1
安徽,马鞍山市,当涂县,1997,1
安徽,马鞍山市,当涂县,1998,2
安徽,马鞍山市,当涂县,1999,1
安徽,马鞍山市,当涂县,2000,2
安徽,马鞍山市,当涂县,2002,2
安徽,马鞍山市,当涂县,2003,4
安徽,马鞍山市,当涂县,2004,1
安徽,马鞍山市,当涂县,2005,3
安徽,马鞍山市,当涂县,2006,4
安徽,马鞍山市,当涂县,2007,1
安徽,马鞍山市,当涂县,2008,1
安徽,马鞍山市,当涂县,2009,4
安徽,马鞍山市,当涂县,2014,1
安徽,马鞍山市,当涂县,2015,3
安徽,马鞍山市,当涂县,2016,2
安徽,马鞍山市,当涂县,2017,2
安徽,马鞍山市,当涂县,2018,2
安徽,马鞍山市,当涂县,2019,1
安徽,马鞍山市,当涂县,2020,2
安徽,马鞍山市,当涂县,2022,1
安徽,黄山市,休宁县,1271,1
安徽,黄山市,休宁县,1389,1
安徽,黄山市,休宁县,1438,1
安徽,黄山市,休宁县,1463,1
安徽,黄山市,休宁县,1467,1
安徽,黄山市,休宁县,1468,1
安徽,黄山市,休宁县,1474,1
安徽,黄山市,休宁县,1480,1
安徽,黄山市,休宁县,1487,1
安徽,黄山市,休宁县,1492,1
安徽,黄山市,休宁县,1498,1
安徽,黄山市,休宁县,1499,1
安徽,黄山市,休宁县,1511,1
安徽,黄山市,休宁县,1516,1
安徽,黄山市,休宁县,1527,1
安徽,黄山市,休宁县,1532,3
安徽,黄山市,休宁县,1533,1
安徽,黄山市,休宁县,1538,1
安徽,黄山市,休宁县,1539,1
安徽,黄山市,休宁县,1540,1
安徽,黄山市,休宁县,1541,2
安徽,黄山市,休宁县,1542,1
安徽,黄山市,休宁县,1545,1
安徽,黄山市,休宁县,1549,2
安徽,黄山市,休宁县,1552,1
安徽,黄山市,休宁县,1553,1
安徽,黄山市,休宁县,1555,1
安徽,黄山市,休宁县,1556,1
安徽,黄山市,休宁县,1558,1
安徽,黄山市,休宁县,1560,1
安徽,黄山市,休宁县,1568,1
安徽,黄山市,休宁县,1570,2
安徽,黄山市,休宁县,1578,1
安徽,黄山市,休宁县,1579,1
安徽,黄山市,休宁县,1582,2
安徽,黄山市,休宁县,1584,2
安徽,黄山市,休宁县,1586,1
安徽,黄山市,休宁县,1587,1
安徽,黄山市,休宁县,1588,1
安徽,黄山市,休宁县,1594,1
安徽,黄山市,休宁县,1596,1
安徽,黄山市,休宁县,1604,1
安徽,黄山市,休宁县,1608,1
安徽,黄山市,休宁县,1610,1
安徽,黄山市,休宁县,1612,1
安徽,黄山市,休宁县,1626,1
安徽,黄山市,休宁县,1627,1
安徽,黄山市,休宁县,1629,1
安徽,黄山市,休宁县,1630,2
安徽,黄山市,休宁县,1631,1
安徽,黄山市,休宁县,1632,1
安徽,黄山市,休宁县,1637,1
安徽,黄山市,休宁县,1638,1
安徽,黄山市,休宁县,1641,1
安徽,黄山市,休宁县,1643,1
安徽,黄山市,休宁县,1644,2
安徽,黄山市,休宁县,1651,1
安徽,黄山市,休宁县,1652,1
安徽,黄山市,休宁县,1657,2
安徽,黄山市,休宁县,1666,1
安徽,黄山市,休宁县,1668,2
安徽,黄山市,休宁县,1670,1
安徽,黄山市,休宁县,1673,1
安徽,黄山市,休宁县,1681,1
安徽,黄山市,休宁县,1684,2
安徽,黄山市,休宁县,1685,2
安徽,黄山市,休宁县,1690,1
安徽,黄山市,休宁县,1701,1
安徽,黄山市,休宁县,1705,1
安徽,黄山市,休宁县,1707,1
安徽,黄山市,休宁县,1710,1
安徽,黄山市,休宁县,1721,1
安徽,黄山市,休宁县,1722,1
安徽,黄山市,休宁县,1724,1
安徽,黄山市,休宁县,1730,1
安徽,黄山市,休宁县,1733,1
安徽,黄山市,休宁县,1736,1
安徽,黄山市,休宁县,1737,1
安徽,黄山市,休宁县,1739,2
安徽,黄山市,休宁县,1740,1
安徽,黄山市,休宁县,1741,6
安徽,黄山市,休宁县,1742,1
安徽,黄山市,休宁县,1745,1
安徽,黄山市,休宁县,1747,4
安徽,黄山市,休宁县,1748,1
安徽,黄山市,休宁县,1751,1
安徽,黄山市,休宁县,1757,2
安徽,黄山市,休宁县,1759,1
安徽,黄山市,休宁县,1760,1
安徽,黄山市,休宁县,1761,1
安徽,黄山市,休宁县,1767,1
安徽,黄山市,休宁县,1768,2
安徽,黄山市,休宁县,1771,2
安徽,黄山市,休宁县,1773,1
安徽,黄山市,休宁县,1776,1
安徽,黄山市,休宁县,1780,1
安徽,黄山市,休宁县,1782,1
安徽,黄山市,休宁县,1783,2
安徽,黄山市,休宁县,1785,1
安徽,黄山市,休宁县,1787,1
安徽,黄山市,休宁县,1803,2
安徽,黄山市,休宁县,1814,1
安徽,黄山市,休宁县,1819,1
安徽,黄山市,休宁县,1822,1
安徽,黄山市,休宁县,1830,2
安徽,黄山市,休宁县,1832,1
安徽,黄山市,休宁县,1839,1
安徽,黄山市,休宁县,1840,1
安徽,黄山市,休宁县,1843,1
安徽,黄山市,休宁县,1845,1
安徽,黄山市,休宁县,1851,1
安徽,黄山市,休宁县,1853,1
安徽,黄山市,休宁县,1866,2
安徽,黄山市,休宁县,1873,1
安徽,黄山市,休宁县,1874,1
安徽,黄山市,休宁县,1875,1
安徽,黄山市,休宁县,1880,2
安徽,黄山市,休宁县,1881,1
安徽,黄山市,休宁县,1890,1
安徽,黄山市,休宁县,1892,2
安徽,黄山市,休宁县,1894,1
安徽,黄山市,休宁县,1896,1
安徽,黄山市,休宁县,1897,1
安徽,黄山市,休宁县,1900,1
安徽,黄山市,休宁县,1902,1
安徽,黄山市,休宁县,1910,1
安徽,黄山市,休宁县,1911,2
安徽,黄山市,休宁县,1912,1
安徽,黄山市,休宁县,1913,1
安徽,黄山市,休宁县,1922,1
安徽,黄山市,休宁县,1925,1
安徽,黄山市,休宁县,1930,1
安徽,黄山市,休宁县,1931,2
安徽,黄山市,休宁县,1934,1
安徽,黄山市,休宁县,1944,2
安徽,黄山市,休宁县,1990,1
安徽,黄山市,休宁县,2000,1
安徽,黄山市,休宁县,2002,1
安徽,黄山市,休宁县,2008,1
安徽,黄山市,休宁县,2014,1
安徽,黄山市,休宁县,2015,1
安徽,黄山市,休宁县,2018,1
安徽,黄山市,休宁县,2020,1
安徽,黄山市,屯溪区,2018,1
安徽,黄山市,徽州区,1386,1
安徽,黄山市,徽州区,1451,1
安徽,黄山市,徽州区,1473,1
安徽,黄山市,徽州区,1482,1
安徽,黄山市,徽州区,1555,1
安徽,黄山市,徽州区,1563,1
安徽,黄山市,徽州区,1582,1
安徽,黄山市,徽州区,1599,1
安徽,黄山市,徽州区,1624,1
安徽,黄山市,徽州区,1631,1
安徽,黄山市,徽州区,1669,1
安徽,黄山市,徽州区,1670,1
安徽,黄山市,徽州区,1671,1
安徽,黄山市,徽州区,1685,1
安徽,黄山市,徽州区,1696,1
安徽,黄山市,徽州区,1736,1
安徽,黄山市,徽州区,1747,1
安徽,黄山市,徽州区,1762,1
安徽,黄山市,徽州区,1780,1
安徽,黄山市,徽州区,1812,1
安徽,黄山市,徽州区,1818,1
安徽,黄山市,徽州区,1841,1
安徽,黄山市,徽州区,1847,1
安徽,黄山市,徽州区,1880,1
安徽,黄山市,徽州区,1892,1
安徽,黄山市,徽州区,1901,2
安徽,黄山市,徽州区,1902,1
安徽,黄山市,徽州区,1908,1
安徽,黄山市,徽州区,1925,1
安徽,黄山市,徽州区,1928,2
安徽,黄山市,徽州区,1941,1
安徽,黄山市,歙县,1337,1
安徽,黄山市,歙县,1439,1
安徽,黄山市,歙县,1470,1
安徽,黄山市,歙县,1471,1
安徽,黄山市,歙县,1487,1
安徽,黄山市,歙县,1500,1
安徽,黄山市,歙县,1501,1
安徽,黄山市,歙县,1506,1
安徽,黄山市,歙县,1507,1
安徽,黄山市,歙县,1530,2
安徽,黄山市,歙县,1531,1
安徽,黄山市,歙县,1537,1
安徽,黄山市,歙县,1544,2
安徽,黄山市,歙县,1546,1
安徽,黄山市,歙县,1551,1
安徽,黄山市,歙县,1555,1
安徽,黄山市,歙县,1558,1
安徽,黄山市,歙县,1559,1
安徽,黄山市,歙县,1562,1
安徽,黄山市,歙县,1566,1
安徽,黄山市,歙县,1567,1
安徽,黄山市,歙县,1569,1
安徽,黄山市,歙县,1570,1
安徽,黄山市,歙县,1572,3
安徽,黄山市,歙县,1573,2
安徽,黄山市,歙县,1574,1
安徽,黄山市,歙县,1576,1
安徽,黄山市,歙县,1577,1
安徽,黄山市,歙县,1578,1
安徽,黄山市,歙县,1586,1
安徽,黄山市,歙县,1592,3
安徽,黄山市,歙县,1593,1
安徽,黄山市,歙县,1594,2
安徽,黄山市,歙县,1599,3
安徽,黄山市,歙县,1601,1
安徽,黄山市,歙县,1602,1
安徽,黄山市,歙县,1606,3
安徽,黄山市,歙县,1607,1
安徽,黄山市,歙县,1612,2
安徽,黄山市,歙县,1615,1
安徽,黄山市,歙县,1616,1
安徽,黄山市,歙县,1621,1
安徽,黄山市,歙县,1624,1
安徽,黄山市,歙县,1625,1
安徽,黄山市,歙县,1628,1
安徽,黄山市,歙县,1630,2
安徽,黄山市,歙县,1635,1
安徽,黄山市,歙县,1641,1
安徽,黄山市,歙县,1644,1
安徽,黄山市,歙县,1647,1
安徽,黄山市,歙县,1659,2
安徽,黄山市,歙县,1660,1
安徽,黄山市,歙县,1670,1
安徽,黄山市,歙县,1672,1
安徽,黄山市,歙县,1673,1
安徽,黄山市,歙县,1679,1
安徽,黄山市,歙县,1680,1
安徽,黄山市,歙县,1681,1
安徽,黄山市,歙县,1683,1
安徽,黄山市,歙县,1684,1
安徽,黄山市,歙县,1688,1
安徽,黄山市,歙县,1691,1
安徽,黄山市,歙县,1695,1
安徽,黄山市,歙县,1701,1
安徽,黄山市,歙县,1702,1
安徽,黄山市,歙县,1709,1
安徽,黄山市,歙县,1711,1
安徽,黄山市,歙县,1720,2
安徽,黄山市,歙县,1721,1
安徽,黄山市,歙县,1723,1
安徽,黄山市,歙县,1731,2
安徽,黄山市,歙县,1737,1
安徽,黄山市,歙县,1738,1
安徽,黄山市,歙县,1739,3
安徽,黄山市,歙县,1740,2
安徽,黄山市,歙县,1741,1
安徽,黄山市,歙县,1744,2
安徽,黄山市,歙县,1745,4
安徽,黄山市,歙县,1746,1
安徽,黄山市,歙县,1747,1
安徽,黄山市,歙县,1752,2
安徽,黄山市,歙县,1753,1
安徽,黄山市,歙县,1754,1
安徽,黄山市,歙县,1755,1
安徽,黄山市,歙县,1756,1
安徽,黄山市,歙县,1758,1
安徽,黄山市,歙县,1760,1
安徽,黄山市,歙县,1761,2
安徽,黄山市,歙县,1765,1
安徽,黄山市,歙县,1766,2
安徽,黄山市,歙县,1767,2
安徽,黄山市,歙县,1768,3
安徽,黄山市,歙县,1773,2
安徽,黄山市,歙县,1775,1
安徽,黄山市,歙县,1778,1
安徽,黄山市,歙县,1782,1
安徽,黄山市,歙县,1785,1
安徽,黄山市,歙县,1789,1
安徽,黄山市,歙县,1793,1
安徽,黄山市,歙县,1796,1
安徽,黄山市,歙县,1798,1
安徽,黄山市,歙县,1800,1
安徽,黄山市,歙县,1801,1
安徽,黄山市,歙县,1805,2
安徽,黄山市,歙县,1806,2
安徽,黄山市,歙县,1811,5
安徽,黄山市,歙县,1815,1
安徽,黄山市,歙县,1824,1
安徽,黄山市,歙县,1827,1
安徽,黄山市,歙县,1830,1
安徽,黄山市,歙县,1836,1
安徽,黄山市,歙县,1840,1
安徽,黄山市,歙县,1841,1
安徽,黄山市,歙县,1842,2
安徽,黄山市,歙县,1848,2
安徽,黄山市,歙县,1849,3
安徽,黄山市,歙县,1851,1
安徽,黄山市,歙县,1852,1
安徽,黄山市,歙县,1861,1
安徽,黄山市,歙县,1869,2
安徽,黄山市,歙县,1872,1
安徽,黄山市,歙县,1873,1
安徽,黄山市,歙县,1875,1
安徽,黄山市,歙县,1876,1
安徽,黄山市,歙县,1877,1
安徽,黄山市,歙县,1881,1
安徽,黄山市,歙县,1882,2
安徽,黄山市,歙县,1884,2
安徽,黄山市,歙县,1890,1
安徽,黄山市,歙县,1893,1
安徽,黄山市,歙县,1894,1
安徽,黄山市,歙县,1897,2
安徽,黄山市,歙县,1898,1
安徽,黄山市,歙县,1899,4
安徽,黄山市,歙县,1900,1
安徽,黄山市,歙县,1901,1
安徽,黄山市,歙县,1902,1
安徽,黄山市,歙县,1903,1
安徽,黄山市,歙县,1905,2
安徽,黄山市,歙县,1906,1
安徽,黄山市,歙县,1907,2
安徽,黄山市,歙县,1909,3
安徽,黄山市,歙县,1911,3
安徽,黄山市,歙县,1912,1
安徽,黄山市,歙县,1914,1
安徽,黄山市,歙县,1915,1
安徽,黄山市,歙县,1917,1
安徽,黄山市,歙县,1918,3
安徽,黄山市,歙县,1919,1
安徽,黄山市,歙县,1920,1
安徽,黄山市,歙县,1921,1
安徽,黄山市,歙县,1922,1
安徽,黄山市,歙县,1923,1
安徽,黄山市,歙县,1924,2
安徽,黄山市,歙县,1925,3
安徽,黄山市,歙县,1927,1
安徽,黄山市,歙县,1928,2
安徽,黄山市,歙县,1929,1
安徽,黄山市,歙县,1930,6
安徽,黄山市,歙县,1931,3
安徽,黄山市,歙县,1932,1
安徽,黄山市,歙县,1935,3
安徽,黄山市,歙县,1937,3
安徽,黄山市,歙县,1939,1
安徽,黄山市,歙县,1940,1
安徽,黄山市,歙县,1941,1
