省,市,年份,家谱数量
湖南,常德市,1894,1
湖南,常德市,1895,2
湖南,常德市,1896,1
湖南,常德市,1901,2
湖南,常德市,1903,2
湖南,常德市,1904,3
湖南,常德市,1905,1
湖南,常德市,1906,1
湖南,常德市,1907,1
湖南,常德市,1908,2
湖南,常德市,1910,1
湖南,常德市,1911,3
湖南,常德市,1912,3
湖南,常德市,1914,5
湖南,常德市,1915,7
湖南,常德市,1916,3
湖南,常德市,1917,8
湖南,常德市,1918,4
湖南,常德市,1919,4
湖南,常德市,1920,2
湖南,常德市,1922,3
湖南,常德市,1923,2
湖南,常德市,1924,5
湖南,常德市,1925,1
湖南,常德市,1926,2
湖南,常德市,1927,3
湖南,常德市,1928,5
湖南,常德市,1929,3
湖南,常德市,1930,4
湖南,常德市,1931,4
湖南,常德市,1933,1
湖南,常德市,1934,4
湖南,常德市,1935,4
湖南,常德市,1936,1
湖南,常德市,1937,6
湖南,常德市,1938,4
湖南,常德市,1940,1
湖南,常德市,1941,4
湖南,常德市,1942,2
湖南,常德市,1943,5
湖南,常德市,1944,4
湖南,常德市,1945,2
湖南,常德市,1946,8
湖南,常德市,1947,14
湖南,常德市,1948,30
湖南,常德市,1949,9
湖南,常德市,1968,1
湖南,常德市,1981,1
湖南,常德市,1988,1
湖南,常德市,1991,2
湖南,常德市,1994,3
湖南,常德市,1995,10
湖南,常德市,1996,12
湖南,常德市,1997,3
湖南,常德市,1998,12
湖南,常德市,1999,10
湖南,常德市,2000,10
湖南,常德市,2001,11
湖南,常德市,2002,10
湖南,常德市,2003,15
湖南,常德市,2004,23
湖南,常德市,2005,16
湖南,常德市,2006,17
湖南,常德市,2007,8
湖南,常德市,2008,10
湖南,常德市,2009,5
湖南,常德市,2010,10
湖南,常德市,2011,9
湖南,常德市,2012,19
湖南,常德市,2013,8
湖南,常德市,2014,9
湖南,常德市,2015,10
湖南,常德市,2016,12
湖南,常德市,2017,7
湖南,常德市,2018,12
湖南,常德市,2019,4
湖南,常德市,2020,5
湖南,常德市,2021,6
湖南,常德市,2022,5
湖南,常德市,2024,1
湖南,张家界市,1844,1
湖南,张家界市,1894,1
湖南,张家界市,1923,1
湖南,张家界市,1931,1
湖南,张家界市,1934,1
湖南,张家界市,1936,1
湖南,张家界市,1948,11
湖南,张家界市,1949,2
湖南,张家界市,1993,1
湖南,张家界市,1994,1
湖南,张家界市,1997,2
湖南,张家界市,1998,1
湖南,张家界市,1999,2
湖南,张家界市,2000,1
湖南,张家界市,2001,1
湖南,张家界市,2002,2
湖南,张家界市,2003,3
湖南,张家界市,2004,7
湖南,张家界市,2005,5
湖南,张家界市,2006,1
湖南,张家界市,2007,1
湖南,张家界市,2008,2
湖南,张家界市,2010,2
湖南,张家界市,2011,1
湖南,张家界市,2014,2
湖南,张家界市,2015,1
湖南,张家界市,2016,3
湖南,张家界市,2018,2
湖南,张家界市,2019,3
湖南,张家界市,2020,2
湖南,张家界市,2022,1
湖南,张家界市,2023,1
湖南,怀化市,1756,1
湖南,怀化市,1764,1
湖南,怀化市,1770,1
湖南,怀化市,1778,1
湖南,怀化市,1807,1
湖南,怀化市,1810,1
湖南,怀化市,1819,1
湖南,怀化市,1825,1
湖南,怀化市,1837,2
湖南,怀化市,1847,1
湖南,怀化市,1854,1
湖南,怀化市,1862,1
湖南,怀化市,1866,1
湖南,怀化市,1868,1
湖南,怀化市,1876,2
湖南,怀化市,1877,1
湖南,怀化市,1878,1
湖南,怀化市,1881,1
湖南,怀化市,1883,1
湖南,怀化市,1886,2
湖南,怀化市,1887,2
湖南,怀化市,1890,1
湖南,怀化市,1891,1
湖南,怀化市,1892,1
湖南,怀化市,1900,1
湖南,怀化市,1901,2
湖南,怀化市,1903,1
湖南,怀化市,1907,1
湖南,怀化市,1910,1
湖南,怀化市,1911,1
湖南,怀化市,1913,1
湖南,怀化市,1914,1
湖南,怀化市,1917,1
湖南,怀化市,1919,1
湖南,怀化市,1925,1
湖南,怀化市,1927,1
湖南,怀化市,1928,2
湖南,怀化市,1929,2
湖南,怀化市,1930,2
湖南,怀化市,1931,1
湖南,怀化市,1932,2
湖南,怀化市,1933,1
湖南,怀化市,1934,1
湖南,怀化市,1935,1
湖南,怀化市,1936,1
湖南,怀化市,1937,3
湖南,怀化市,1938,1
湖南,怀化市,1940,2
湖南,怀化市,1943,1
湖南,怀化市,1944,1
湖南,怀化市,1948,17
湖南,怀化市,1949,1
湖南,怀化市,1988,2
湖南,怀化市,1990,3
湖南,怀化市,1993,2
湖南,怀化市,1994,3
湖南,怀化市,1995,2
湖南,怀化市,1997,1
湖南,怀化市,1998,1
湖南,怀化市,1999,1
湖南,怀化市,2000,3
湖南,怀化市,2001,3
湖南,怀化市,2002,3
湖南,怀化市,2003,4
湖南,怀化市,2004,1
湖南,怀化市,2005,2
湖南,怀化市,2006,4
湖南,怀化市,2007,3
湖南,怀化市,2008,2
湖南,怀化市,2009,1
湖南,怀化市,2010,2
湖南,怀化市,2011,2
湖南,怀化市,2012,1
湖南,怀化市,2013,4
湖南,怀化市,2014,8
湖南,怀化市,2015,7
湖南,怀化市,2016,10
湖南,怀化市,2017,8
湖南,怀化市,2018,5
湖南,怀化市,2019,1
湖南,怀化市,2020,5
湖南,怀化市,2021,3
湖南,怀化市,2022,2
湖南,怀化市,2023,1
湖南,株洲市,1584,1
湖南,株洲市,1734,1
湖南,株洲市,1750,1
湖南,株洲市,1751,1
湖南,株洲市,1774,1
湖南,株洲市,1775,1
湖南,株洲市,1782,1
湖南,株洲市,1794,1
湖南,株洲市,1800,1
湖南,株洲市,1804,1
湖南,株洲市,1816,1
湖南,株洲市,1818,1
湖南,株洲市,1819,1
湖南,株洲市,1825,3
湖南,株洲市,1826,1
湖南,株洲市,1832,1
湖南,株洲市,1834,1
湖南,株洲市,1842,1
湖南,株洲市,1843,1
湖南,株洲市,1846,2
湖南,株洲市,1848,2
湖南,株洲市,1849,1
湖南,株洲市,1850,2
湖南,株洲市,1851,3
湖南,株洲市,1853,1
湖南,株洲市,1855,2
湖南,株洲市,1858,1
湖南,株洲市,1859,1
湖南,株洲市,1860,4
湖南,株洲市,1862,1
湖南,株洲市,1863,3
湖南,株洲市,1864,1
湖南,株洲市,1865,1
湖南,株洲市,1866,4
湖南,株洲市,1867,3
湖南,株洲市,1868,2
湖南,株洲市,1871,1
湖南,株洲市,1872,1
湖南,株洲市,1873,1
湖南,株洲市,1874,1
湖南,株洲市,1875,1
湖南,株洲市,1876,3
湖南,株洲市,1877,3
湖南,株洲市,1878,1
湖南,株洲市,1879,1
湖南,株洲市,1880,1
湖南,株洲市,1884,1
湖南,株洲市,1885,5
湖南,株洲市,1887,2
湖南,株洲市,1888,1
湖南,株洲市,1889,1
湖南,株洲市,1890,2
湖南,株洲市,1891,1
湖南,株洲市,1892,1
湖南,株洲市,1893,1
湖南,株洲市,1894,1
湖南,株洲市,1897,3
湖南,株洲市,1898,3
湖南,株洲市,1899,2
湖南,株洲市,1900,2
湖南,株洲市,1902,6
湖南,株洲市,1903,3
湖南,株洲市,1904,4
湖南,株洲市,1906,1
湖南,株洲市,1907,5
湖南,株洲市,1908,1
湖南,株洲市,1909,1
湖南,株洲市,1911,3
湖南,株洲市,1912,2
湖南,株洲市,1913,2
湖南,株洲市,1914,4
湖南,株洲市,1915,5
湖南,株洲市,1916,2
湖南,株洲市,1917,3
湖南,株洲市,1919,4
湖南,株洲市,1920,2
湖南,株洲市,1921,1
湖南,株洲市,1922,3
湖南,株洲市,1923,7
湖南,株洲市,1924,3
湖南,株洲市,1925,3
湖南,株洲市,1926,4
湖南,株洲市,1929,2
湖南,株洲市,1930,2
湖南,株洲市,1931,7
湖南,株洲市,1932,7
湖南,株洲市,1933,9
湖南,株洲市,1934,3
湖南,株洲市,1935,1
湖南,株洲市,1936,5
湖南,株洲市,1937,7
湖南,株洲市,1938,7
湖南,株洲市,1939,6
湖南,株洲市,1940,9
湖南,株洲市,1941,10
湖南,株洲市,1942,4
湖南,株洲市,1943,5
湖南,株洲市,1944,5
湖南,株洲市,1946,2
湖南,株洲市,1947,2
湖南,株洲市,1948,37
湖南,株洲市,1949,8
湖南,株洲市,1981,1
湖南,株洲市,1992,2
湖南,株洲市,1993,2
湖南,株洲市,1994,5
湖南,株洲市,1995,8
湖南,株洲市,1996,7
湖南,株洲市,1998,2
湖南,株洲市,1999,7
湖南,株洲市,2000,10
湖南,株洲市,2001,4
湖南,株洲市,2002,10
湖南,株洲市,2003,10
湖南,株洲市,2004,9
湖南,株洲市,2005,7
湖南,株洲市,2006,14
湖南,株洲市,2007,6
湖南,株洲市,2009,8
湖南,株洲市,2010,4
湖南,株洲市,2011,4
湖南,株洲市,2012,9
湖南,株洲市,2013,3
湖南,株洲市,2014,2
湖南,株洲市,2015,6
湖南,株洲市,2016,12
湖南,株洲市,2017,6
湖南,株洲市,2018,3
湖南,株洲市,2019,7
湖南,株洲市,2020,2
湖南,株洲市,2021,1
湖南,株洲市,2022,2
湖南,株洲市,2023,2
湖南,永州市,1540,1
湖南,永州市,1696,1
湖南,永州市,1731,1
湖南,永州市,1757,1
湖南,永州市,1822,1
湖南,永州市,1825,1
湖南,永州市,1828,1
湖南,永州市,1840,1
湖南,永州市,1841,1
湖南,永州市,1846,1
湖南,永州市,1872,1
湖南,永州市,1875,1
湖南,永州市,1876,1
湖南,永州市,1879,2
湖南,永州市,1890,2
湖南,永州市,1896,1
湖南,永州市,1898,1
湖南,永州市,1899,1
湖南,永州市,1902,1
湖南,永州市,1907,1
湖南,永州市,1908,1
湖南,永州市,1909,2
湖南,永州市,1910,1
湖南,永州市,1911,3
湖南,永州市,1915,1
湖南,永州市,1917,2
湖南,永州市,1918,1
湖南,永州市,1919,2
湖南,永州市,1920,1
湖南,永州市,1921,1
湖南,永州市,1925,1
湖南,永州市,1926,1
湖南,永州市,1930,1
湖南,永州市,1931,2
湖南,永州市,1934,1
湖南,永州市,1936,2
湖南,永州市,1939,2
湖南,永州市,1940,1
湖南,永州市,1941,4
湖南,永州市,1942,2
湖南,永州市,1944,1
湖南,永州市,1946,1
湖南,永州市,1947,1
湖南,永州市,1948,67
湖南,永州市,1949,17
湖南,永州市,1950,2
湖南,永州市,1951,1
湖南,永州市,1952,1
湖南,永州市,1982,1
湖南,永州市,1989,1
湖南,永州市,1991,4
湖南,永州市,1992,3
湖南,永州市,1993,2
湖南,永州市,1994,5
湖南,永州市,1995,2
湖南,永州市,1996,3
湖南,永州市,1997,2
湖南,永州市,1998,3
湖南,永州市,1999,2
湖南,永州市,2000,5
湖南,永州市,2001,4
湖南,永州市,2002,2
湖南,永州市,2003,4
湖南,永州市,2004,2
湖南,永州市,2005,1
湖南,永州市,2006,6
湖南,永州市,2007,2
湖南,永州市,2008,4
湖南,永州市,2009,4
湖南,永州市,2011,4
湖南,永州市,2012,2
湖南,永州市,2013,2
湖南,永州市,2014,4
湖南,永州市,2015,2
湖南,永州市,2016,6
湖南,永州市,2017,5
湖南,永州市,2018,5
湖南,永州市,2019,4
湖南,永州市,2020,5
湖南,永州市,2023,1
湖南,永州市,2024,1
湖南,湘潭市,1710,2
湖南,湘潭市,1724,1
湖南,湘潭市,1739,1
湖南,湘潭市,1752,1
湖南,湘潭市,1753,1
湖南,湘潭市,1755,2
湖南,湘潭市,1758,2
湖南,湘潭市,1764,2
湖南,湘潭市,1766,1
湖南,湘潭市,1769,1
湖南,湘潭市,1771,2
湖南,湘潭市,1776,1
湖南,湘潭市,1777,1
湖南,湘潭市,1780,1
湖南,湘潭市,1783,2
湖南,湘潭市,1785,1
湖南,湘潭市,1787,1
湖南,湘潭市,1788,1
湖南,湘潭市,1789,2
湖南,湘潭市,1791,1
湖南,湘潭市,1793,1
湖南,湘潭市,1794,2
湖南,湘潭市,1795,1
湖南,湘潭市,1796,2
湖南,湘潭市,1797,1
湖南,湘潭市,1798,3
湖南,湘潭市,1799,1
湖南,湘潭市,1801,2
湖南,湘潭市,1803,1
湖南,湘潭市,1806,1
湖南,湘潭市,1807,1
湖南,湘潭市,1808,1
湖南,湘潭市,1810,1
湖南,湘潭市,1812,1
湖南,湘潭市,1813,1
湖南,湘潭市,1815,2
湖南,湘潭市,1816,1
湖南,湘潭市,1820,2
湖南,湘潭市,1822,1
湖南,湘潭市,1823,1
湖南,湘潭市,1824,3
湖南,湘潭市,1825,1
湖南,湘潭市,1826,4
湖南,湘潭市,1827,4
湖南,湘潭市,1828,2
湖南,湘潭市,1830,2
湖南,湘潭市,1831,2
湖南,湘潭市,1833,1
湖南,湘潭市,1834,2
湖南,湘潭市,1835,1
湖南,湘潭市,1839,1
湖南,湘潭市,1840,1
湖南,湘潭市,1841,2
湖南,湘潭市,1843,1
湖南,湘潭市,1844,2
湖南,湘潭市,1845,1
湖南,湘潭市,1846,1
湖南,湘潭市,1847,4
湖南,湘潭市,1848,5
湖南,湘潭市,1849,5
湖南,湘潭市,1850,1
湖南,湘潭市,1851,3
湖南,湘潭市,1852,1
湖南,湘潭市,1853,2
湖南,湘潭市,1854,3
湖南,湘潭市,1855,2
湖南,湘潭市,1856,2
湖南,湘潭市,1857,3
湖南,湘潭市,1858,7
湖南,湘潭市,1859,7
湖南,湘潭市,1860,7
湖南,湘潭市,1861,6
湖南,湘潭市,1862,11
湖南,湘潭市,1863,5
湖南,湘潭市,1864,5
湖南,湘潭市,1865,5
湖南,湘潭市,1866,5
湖南,湘潭市,1867,5
湖南,湘潭市,1868,9
湖南,湘潭市,1869,7
湖南,湘潭市,1870,6
湖南,湘潭市,1871,3
湖南,湘潭市,1872,3
湖南,湘潭市,1873,1
湖南,湘潭市,1874,2
湖南,湘潭市,1875,3
湖南,湘潭市,1876,3
湖南,湘潭市,1877,2
湖南,湘潭市,1878,1
湖南,湘潭市,1879,4
湖南,湘潭市,1880,5
湖南,湘潭市,1881,4
湖南,湘潭市,1882,4
湖南,湘潭市,1883,6
湖南,湘潭市,1884,5
湖南,湘潭市,1885,6
湖南,湘潭市,1886,4
湖南,湘潭市,1887,5
湖南,湘潭市,1888,4
湖南,湘潭市,1889,3
湖南,湘潭市,1890,1
湖南,湘潭市,1891,4
湖南,湘潭市,1892,6
湖南,湘潭市,1893,3
湖南,湘潭市,1894,6
湖南,湘潭市,1895,7
湖南,湘潭市,1896,1
湖南,湘潭市,1897,2
湖南,湘潭市,1898,9
湖南,湘潭市,1899,4
湖南,湘潭市,1900,8
湖南,湘潭市,1901,2
湖南,湘潭市,1902,3
湖南,湘潭市,1903,8
湖南,湘潭市,1904,1
湖南,湘潭市,1905,3
湖南,湘潭市,1906,7
湖南,湘潭市,1907,10
湖南,湘潭市,1908,4
湖南,湘潭市,1909,8
湖南,湘潭市,1910,3
湖南,湘潭市,1911,14
湖南,湘潭市,1912,6
湖南,湘潭市,1913,13
湖南,湘潭市,1914,2
湖南,湘潭市,1915,6
湖南,湘潭市,1916,8
湖南,湘潭市,1917,9
湖南,湘潭市,1918,8
湖南,湘潭市,1919,5
湖南,湘潭市,1920,3
湖南,湘潭市,1921,8
湖南,湘潭市,1922,8
湖南,湘潭市,1923,12
湖南,湘潭市,1924,8
湖南,湘潭市,1925,7
湖南,湘潭市,1926,9
湖南,湘潭市,1927,4
湖南,湘潭市,1928,10
湖南,湘潭市,1929,15
湖南,湘潭市,1930,10
湖南,湘潭市,1931,9
湖南,湘潭市,1932,10
湖南,湘潭市,1933,4
湖南,湘潭市,1934,1
湖南,湘潭市,1935,7
湖南,湘潭市,1936,1
湖南,湘潭市,1937,11
湖南,湘潭市,1938,8
湖南,湘潭市,1939,1
湖南,湘潭市,1940,6
湖南,湘潭市,1941,8
湖南,湘潭市,1942,6
湖南,湘潭市,1943,10
湖南,湘潭市,1944,11
湖南,湘潭市,1945,3
湖南,湘潭市,1946,4
湖南,湘潭市,1947,8
湖南,湘潭市,1948,38
湖南,湘潭市,1949,11
湖南,湘潭市,1950,1
湖南,湘潭市,1982,1
湖南,湘潭市,1989,1
湖南,湘潭市,1990,1
湖南,湘潭市,1991,3
湖南,湘潭市,1992,3
湖南,湘潭市,1993,18
湖南,湘潭市,1994,17
湖南,湘潭市,1995,11
湖南,湘潭市,1996,4
湖南,湘潭市,1997,8
湖南,湘潭市,1998,9
湖南,湘潭市,1999,14
湖南,湘潭市,2000,15
湖南,湘潭市,2001,12
湖南,湘潭市,2002,7
湖南,湘潭市,2003,7
湖南,湘潭市,2004,6
湖南,湘潭市,2005,4
湖南,湘潭市,2006,7
湖南,湘潭市,2007,6
湖南,湘潭市,2008,7
湖南,湘潭市,2009,3
湖南,湘潭市,2010,2
湖南,湘潭市,2011,4
湖南,湘潭市,2012,5
湖南,湘潭市,2013,3
湖南,湘潭市,2014,4
湖南,湘潭市,2015,6
湖南,湘潭市,2016,2
湖南,湘潭市,2017,7
湖南,湘潭市,2018,1
湖南,湘潭市,2019,2
湖南,湘潭市,2020,3
湖南,湘潭市,2021,3
湖南,湘潭市,2022,1
湖南,湘西土家族苗族自治州,1997,1
湖南,湘西土家族苗族自治州,1998,1
湖南,湘西土家族苗族自治州,2002,1
湖南,湘西土家族苗族自治州,2004,1
湖南,湘西土家族苗族自治州,2005,2
湖南,湘西土家族苗族自治州,2006,1
湖南,湘西土家族苗族自治州,2007,1
湖南,湘西土家族苗族自治州,2009,1
湖南,湘西土家族苗族自治州,2010,2
湖南,湘西土家族苗族自治州,2012,5
湖南,湘西土家族苗族自治州,2013,1
湖南,湘西土家族苗族自治州,2014,2
湖南,湘西土家族苗族自治州,2015,1
湖南,湘西土家族苗族自治州,2016,3
湖南,湘西土家族苗族自治州,2017,2
湖南,湘西土家族苗族自治州,2018,6
湖南,湘西土家族苗族自治州,2019,2
湖南,湘西土家族苗族自治州,2020,5
湖南,湘西土家族苗族自治州,2021,1
湖南,湘西土家族苗族自治州,2022,1
湖南,益阳市,1650,1
湖南,益阳市,1674,1
湖南,益阳市,1718,1
湖南,益阳市,1751,1
湖南,益阳市,1762,1
湖南,益阳市,1767,1
湖南,益阳市,1775,1
湖南,益阳市,1776,1
湖南,益阳市,1782,1
湖南,益阳市,1790,1
湖南,益阳市,1794,2
湖南,益阳市,1798,1
湖南,益阳市,1800,1
湖南,益阳市,1801,1
湖南,益阳市,1802,1
湖南,益阳市,1803,1
湖南,益阳市,1807,1
湖南,益阳市,1808,1
湖南,益阳市,1810,1
湖南,益阳市,1811,1
湖南,益阳市,1812,1
湖南,益阳市,1814,1
湖南,益阳市,1817,1
湖南,益阳市,1820,2
湖南,益阳市,1824,1
湖南,益阳市,1825,1
湖南,益阳市,1826,2
湖南,益阳市,1827,3
湖南,益阳市,1828,1
湖南,益阳市,1829,2
湖南,益阳市,1831,3
湖南,益阳市,1838,1
湖南,益阳市,1840,2
湖南,益阳市,1841,2
湖南,益阳市,1842,1
湖南,益阳市,1845,1
湖南,益阳市,1848,1
湖南,益阳市,1849,2
湖南,益阳市,1854,1
湖南,益阳市,1855,2
湖南,益阳市,1856,1
湖南,益阳市,1857,4
湖南,益阳市,1858,4
湖南,益阳市,1860,3
湖南,益阳市,1861,2
湖南,益阳市,1862,1
湖南,益阳市,1863,1
湖南,益阳市,1864,2
湖南,益阳市,1865,2
湖南,益阳市,1866,4
湖南,益阳市,1867,2
湖南,益阳市,1869,1
湖南,益阳市,1871,1
湖南,益阳市,1872,3
湖南,益阳市,1873,1
湖南,益阳市,1874,1
湖南,益阳市,1875,4
湖南,益阳市,1876,2
湖南,益阳市,1877,2
湖南,益阳市,1878,2
湖南,益阳市,1879,1
湖南,益阳市,1880,3
湖南,益阳市,1881,1
湖南,益阳市,1883,2
湖南,益阳市,1884,2
湖南,益阳市,1885,4
湖南,益阳市,1887,1
湖南,益阳市,1888,1
湖南,益阳市,1889,2
湖南,益阳市,1890,4
湖南,益阳市,1891,1
湖南,益阳市,1893,1
湖南,益阳市,1894,1
湖南,益阳市,1895,3
湖南,益阳市,1897,2
湖南,益阳市,1899,5
湖南,益阳市,1900,4
湖南,益阳市,1901,1
湖南,益阳市,1902,3
湖南,益阳市,1903,4
湖南,益阳市,1904,5
湖南,益阳市,1905,3
湖南,益阳市,1906,5
湖南,益阳市,1907,5
湖南,益阳市,1908,5
湖南,益阳市,1909,2
湖南,益阳市,1910,1
湖南,益阳市,1911,4
湖南,益阳市,1912,1
湖南,益阳市,1913,6
湖南,益阳市,1914,6
湖南,益阳市,1915,3
湖南,益阳市,1916,7
湖南,益阳市,1917,7
湖南,益阳市,1918,3
湖南,益阳市,1920,6
湖南,益阳市,1921,6
湖南,益阳市,1922,1
湖南,益阳市,1923,2
湖南,益阳市,1924,3
湖南,益阳市,1925,2
湖南,益阳市,1926,1
湖南,益阳市,1927,2
湖南,益阳市,1928,5
湖南,益阳市,1929,7
湖南,益阳市,1930,13
湖南,益阳市,1931,9
湖南,益阳市,1932,2
湖南,益阳市,1933,11
湖南,益阳市,1934,6
湖南,益阳市,1935,4
湖南,益阳市,1936,2
湖南,益阳市,1937,4
湖南,益阳市,1938,6
湖南,益阳市,1939,4
湖南,益阳市,1940,3
湖南,益阳市,1941,4
湖南,益阳市,1942,8
湖南,益阳市,1943,3
湖南,益阳市,1944,4
湖南,益阳市,1946,6
湖南,益阳市,1947,22
湖南,益阳市,1948,15
湖南,益阳市,1949,7
湖南,益阳市,1951,1
湖南,益阳市,1985,1
湖南,益阳市,1986,1
湖南,益阳市,1987,1
湖南,益阳市,1988,1
湖南,益阳市,1991,2
湖南,益阳市,1992,5
湖南,益阳市,1993,7
湖南,益阳市,1994,9
湖南,益阳市,1995,11
湖南,益阳市,1996,10
湖南,益阳市,1997,9
湖南,益阳市,1998,7
湖南,益阳市,1999,3
湖南,益阳市,2000,2
湖南,益阳市,2001,1
湖南,益阳市,2002,2
湖南,益阳市,2003,2
湖南,益阳市,2004,3
湖南,益阳市,2005,4
湖南,益阳市,2006,3
湖南,益阳市,2007,2
湖南,益阳市,2009,1
湖南,益阳市,2011,1
湖南,益阳市,2013,1
湖南,益阳市,2014,7
湖南,益阳市,2015,4
湖南,益阳市,2016,4
湖南,益阳市,2018,4
湖南,益阳市,2019,2
湖南,益阳市,2020,4
湖南,益阳市,2021,3
湖南,益阳市,2022,1
湖南,衡阳市,1741,1
湖南,衡阳市,1759,1
湖南,衡阳市,1780,1
湖南,衡阳市,1785,1
湖南,衡阳市,1805,1
湖南,衡阳市,1809,1
湖南,衡阳市,1810,1
湖南,衡阳市,1812,1
湖南,衡阳市,1815,1
湖南,衡阳市,1818,1
湖南,衡阳市,1823,1
湖南,衡阳市,1824,1
湖南,衡阳市,1828,1
湖南,衡阳市,1838,1
湖南,衡阳市,1845,2
湖南,衡阳市,1847,1
湖南,衡阳市,1849,1
湖南,衡阳市,1850,1
湖南,衡阳市,1852,1
湖南,衡阳市,1858,2
湖南,衡阳市,1859,1
湖南,衡阳市,1861,2
湖南,衡阳市,1862,1
湖南,衡阳市,1863,1
湖南,衡阳市,1870,2
湖南,衡阳市,1872,1
湖南,衡阳市,1874,1
湖南,衡阳市,1876,1
湖南,衡阳市,1883,2
湖南,衡阳市,1884,1
湖南,衡阳市,1888,1
湖南,衡阳市,1890,1
湖南,衡阳市,1891,1
湖南,衡阳市,1892,1
湖南,衡阳市,1893,1
湖南,衡阳市,1894,2
湖南,衡阳市,1898,1
湖南,衡阳市,1900,4
湖南,衡阳市,1902,1
湖南,衡阳市,1904,1
湖南,衡阳市,1905,2
湖南,衡阳市,1907,1
湖南,衡阳市,1908,2
湖南,衡阳市,1909,3
湖南,衡阳市,1910,1
湖南,衡阳市,1911,2
湖南,衡阳市,1913,1
湖南,衡阳市,1914,1
湖南,衡阳市,1916,1
湖南,衡阳市,1917,2
湖南,衡阳市,1920,1
湖南,衡阳市,1921,2
湖南,衡阳市,1922,2
湖南,衡阳市,1923,3
湖南,衡阳市,1924,2
湖南,衡阳市,1926,4
湖南,衡阳市,1927,1
湖南,衡阳市,1928,1
湖南,衡阳市,1929,4
湖南,衡阳市,1930,4
湖南,衡阳市,1931,1
湖南,衡阳市,1932,3
湖南,衡阳市,1933,4
湖南,衡阳市,1934,2
湖南,衡阳市,1936,5
湖南,衡阳市,1937,1
湖南,衡阳市,1939,1
湖南,衡阳市,1940,1
湖南,衡阳市,1941,2
湖南,衡阳市,1942,1
湖南,衡阳市,1943,5
湖南,衡阳市,1944,3
湖南,衡阳市,1945,3
湖南,衡阳市,1946,2
湖南,衡阳市,1947,6
湖南,衡阳市,1948,33
湖南,衡阳市,1949,11
湖南,衡阳市,1971,1
湖南,衡阳市,1979,1
湖南,衡阳市,1990,1
湖南,衡阳市,1991,2
湖南,衡阳市,1992,2
湖南,衡阳市,1993,11
湖南,衡阳市,1994,15
湖南,衡阳市,1995,13
湖南,衡阳市,1996,14
湖南,衡阳市,1997,7
湖南,衡阳市,1998,6
湖南,衡阳市,1999,14
湖南,衡阳市,2000,15
湖南,衡阳市,2001,21
湖南,衡阳市,2002,17
湖南,衡阳市,2003,13
湖南,衡阳市,2004,9
湖南,衡阳市,2005,7
湖南,衡阳市,2006,7
湖南,衡阳市,2007,4
湖南,衡阳市,2008,2
湖南,衡阳市,2009,2
湖南,衡阳市,2010,5
湖南,衡阳市,2012,1
湖南,衡阳市,2013,1
湖南,衡阳市,2014,1
湖南,衡阳市,2015,4
湖南,衡阳市,2016,2
湖南,衡阳市,2017,4
湖南,衡阳市,2018,4
湖南,衡阳市,2019,4
湖南,衡阳市,2020,3
湖南,衡阳市,2021,1
湖南,邵阳市,1802,1
湖南,邵阳市,1811,1
湖南,邵阳市,1815,1
湖南,邵阳市,1838,1
湖南,邵阳市,1842,1
湖南,邵阳市,1844,1
湖南,邵阳市,1849,1
湖南,邵阳市,1857,1
湖南,邵阳市,1858,1
湖南,邵阳市,1859,1
湖南,邵阳市,1863,2
湖南,邵阳市,1869,2
湖南,邵阳市,1871,1
湖南,邵阳市,1875,2
湖南,邵阳市,1877,1
湖南,邵阳市,1880,2
湖南,邵阳市,1889,1
湖南,邵阳市,1892,1
湖南,邵阳市,1893,1
湖南,邵阳市,1898,1
湖南,邵阳市,1902,3
湖南,邵阳市,1903,1
湖南,邵阳市,1904,1
湖南,邵阳市,1905,1
湖南,邵阳市,1906,1
湖南,邵阳市,1907,1
湖南,邵阳市,1909,1
湖南,邵阳市,1911,1
湖南,邵阳市,1912,2
湖南,邵阳市,1913,5
湖南,邵阳市,1914,1
湖南,邵阳市,1915,1
湖南,邵阳市,1916,2
湖南,邵阳市,1917,1
湖南,邵阳市,1918,2
湖南,邵阳市,1920,1
湖南,邵阳市,1921,1
湖南,邵阳市,1925,5
湖南,邵阳市,1927,3
湖南,邵阳市,1928,2
湖南,邵阳市,1929,1
湖南,邵阳市,1930,3
湖南,邵阳市,1932,2
湖南,邵阳市,1933,1
湖南,邵阳市,1934,2
湖南,邵阳市,1936,1
湖南,邵阳市,1937,2
湖南,邵阳市,1938,1
湖南,邵阳市,1940,3
湖南,邵阳市,1941,4
湖南,邵阳市,1942,2
湖南,邵阳市,1943,3
湖南,邵阳市,1944,2
湖南,邵阳市,1945,2
湖南,邵阳市,1946,1
湖南,邵阳市,1947,1
湖南,邵阳市,1948,21
湖南,邵阳市,1949,11
湖南,邵阳市,1985,1
湖南,邵阳市,1986,3
湖南,邵阳市,1987,4
湖南,邵阳市,1988,7
湖南,邵阳市,1989,5
湖南,邵阳市,1990,17
湖南,邵阳市,1991,13
湖南,邵阳市,1992,22
湖南,邵阳市,1993,30
湖南,邵阳市,1994,27
湖南,邵阳市,1995,30
湖南,邵阳市,1996,18
湖南,邵阳市,1997,7
湖南,邵阳市,1998,4
湖南,邵阳市,1999,6
湖南,邵阳市,2000,2
湖南,邵阳市,2001,6
湖南,邵阳市,2002,4
湖南,邵阳市,2003,2
湖南,邵阳市,2004,1
