省,市,年份,家谱数量
山东,泰安市,1996,1
山东,泰安市,1997,1
山东,泰安市,1999,2
山东,泰安市,2001,1
山东,泰安市,2002,2
山东,泰安市,2004,4
山东,泰安市,2007,3
山东,泰安市,2008,2
山东,泰安市,2009,1
山东,泰安市,2010,3
山东,泰安市,2011,4
山东,泰安市,2012,7
山东,泰安市,2013,6
山东,泰安市,2014,7
山东,泰安市,2015,7
山东,泰安市,2016,5
山东,泰安市,2017,7
山东,泰安市,2018,2
山东,泰安市,2019,4
山东,泰安市,2020,2
山东,泰安市,2022,2
山东,济南市,1753,1
山东,济南市,1792,1
山东,济南市,1794,1
山东,济南市,1798,1
山东,济南市,1827,1
山东,济南市,1834,1
山东,济南市,1842,1
山东,济南市,1845,1
山东,济南市,1846,1
山东,济南市,1862,2
山东,济南市,1871,1
山东,济南市,1875,1
山东,济南市,1882,2
山东,济南市,1884,1
山东,济南市,1888,1
山东,济南市,1893,1
山东,济南市,1900,1
山东,济南市,1909,1
山东,济南市,1913,1
山东,济南市,1914,1
山东,济南市,1916,1
山东,济南市,1917,1
山东,济南市,1920,1
山东,济南市,1924,2
山东,济南市,1932,4
山东,济南市,1933,1
山东,济南市,1934,1
山东,济南市,1935,1
山东,济南市,1939,1
山东,济南市,1946,1
山东,济南市,1951,1
山东,济南市,1988,2
山东,济南市,1993,1
山东,济南市,1997,1
山东,济南市,1999,1
山东,济南市,2000,1
山东,济南市,2001,2
山东,济南市,2002,1
山东,济南市,2003,3
山东,济南市,2004,3
山东,济南市,2005,2
山东,济南市,2006,4
山东,济南市,2008,2
山东,济南市,2009,6
山东,济南市,2010,8
山东,济南市,2011,5
山东,济南市,2012,5
山东,济南市,2013,3
山东,济南市,2014,7
山东,济南市,2015,5
山东,济南市,2016,10
山东,济南市,2017,2
山东,济南市,2018,7
山东,济南市,2019,7
山东,济南市,2020,4
山东,济南市,2023,1
山东,济宁市,1242,1
山东,济宁市,1617,1
山东,济宁市,1684,1
山东,济宁市,1717,1
山东,济宁市,1727,1
山东,济宁市,1728,1
山东,济宁市,1745,2
山东,济宁市,1759,1
山东,济宁市,1805,1
山东,济宁市,1818,1
山东,济宁市,1823,1
山东,济宁市,1837,1
山东,济宁市,1845,1
山东,济宁市,1847,2
山东,济宁市,1865,1
山东,济宁市,1873,1
山东,济宁市,1882,1
山东,济宁市,1900,2
山东,济宁市,1902,1
山东,济宁市,1906,1
山东,济宁市,1908,1
山东,济宁市,1909,1
山东,济宁市,1910,2
山东,济宁市,1914,1
山东,济宁市,1916,1
山东,济宁市,1922,1
山东,济宁市,1927,1
山东,济宁市,1932,1
山东,济宁市,1936,1
山东,济宁市,1943,1
山东,济宁市,1949,1
山东,济宁市,1951,1
山东,济宁市,1953,1
山东,济宁市,1954,1
山东,济宁市,1955,1
山东,济宁市,1956,1
山东,济宁市,1961,1
山东,济宁市,1962,4
山东,济宁市,1963,2
山东,济宁市,1969,1
山东,济宁市,1982,2
山东,济宁市,1983,2
山东,济宁市,1985,2
山东,济宁市,1986,6
山东,济宁市,1987,3
山东,济宁市,1988,1
山东,济宁市,1989,2
山东,济宁市,1991,1
山东,济宁市,1992,1
山东,济宁市,1993,5
山东,济宁市,1994,2
山东,济宁市,1995,3
山东,济宁市,1996,3
山东,济宁市,1997,1
山东,济宁市,1998,3
山东,济宁市,2000,1
山东,济宁市,2001,1
山东,济宁市,2002,1
山东,济宁市,2003,2
山东,济宁市,2005,1
山东,济宁市,2007,5
山东,济宁市,2008,3
山东,济宁市,2009,1
山东,济宁市,2010,3
山东,济宁市,2012,7
山东,济宁市,2013,5
山东,济宁市,2014,7
山东,济宁市,2015,6
山东,济宁市,2016,11
山东,济宁市,2017,1
山东,济宁市,2018,9
山东,济宁市,2019,7
山东,济宁市,2020,3
山东,济宁市,2021,3
山东,济宁市,2022,3
山东,济宁市,2023,2
山东,淄博市,1630,1
山东,淄博市,1760,1
山东,淄博市,1808,1
山东,淄博市,1857,1
山东,淄博市,1903,1
山东,淄博市,1906,1
山东,淄博市,1915,1
山东,淄博市,1919,1
山东,淄博市,1920,2
山东,淄博市,1925,1
山东,淄博市,1926,1
山东,淄博市,1927,1
山东,淄博市,1931,1
山东,淄博市,1932,1
山东,淄博市,1933,1
山东,淄博市,1935,1
山东,淄博市,1936,1
山东,淄博市,1944,1
山东,淄博市,1950,1
山东,淄博市,1951,1
山东,淄博市,1954,1
山东,淄博市,1962,1
山东,淄博市,1965,2
山东,淄博市,1966,1
山东,淄博市,1972,1
山东,淄博市,1988,1
山东,淄博市,1992,1
山东,淄博市,1993,7
山东,淄博市,1994,10
山东,淄博市,1995,10
山东,淄博市,1996,6
山东,淄博市,1997,4
山东,淄博市,1998,13
山东,淄博市,1999,8
山东,淄博市,2000,14
山东,淄博市,2001,7
山东,淄博市,2002,11
山东,淄博市,2003,8
山东,淄博市,2004,12
山东,淄博市,2005,15
山东,淄博市,2006,16
山东,淄博市,2007,17
山东,淄博市,2008,13
山东,淄博市,2009,13
山东,淄博市,2010,11
山东,淄博市,2011,9
山东,淄博市,2012,14
山东,淄博市,2013,12
山东,淄博市,2014,14
山东,淄博市,2015,21
山东,淄博市,2016,18
山东,淄博市,2017,16
山东,淄博市,2018,12
山东,淄博市,2019,5
山东,淄博市,2020,8
山东,淄博市,2021,3
山东,淄博市,2022,1
山东,滨州市,1797,1
山东,滨州市,1811,1
山东,滨州市,1834,1
山东,滨州市,1844,1
山东,滨州市,1850,1
山东,滨州市,1883,2
山东,滨州市,1893,1
山东,滨州市,1896,1
山东,滨州市,1904,2
山东,滨州市,1906,1
山东,滨州市,1907,1
山东,滨州市,1909,1
山东,滨州市,1915,2
山东,滨州市,1916,1
山东,滨州市,1924,1
山东,滨州市,1925,1
山东,滨州市,1930,1
山东,滨州市,1931,2
山东,滨州市,1932,1
山东,滨州市,1933,1
山东,滨州市,1935,1
山东,滨州市,1936,3
山东,滨州市,1937,1
山东,滨州市,1988,1
山东,滨州市,1990,1
山东,滨州市,1993,2
山东,滨州市,1996,3
山东,滨州市,1997,1
山东,滨州市,1998,2
山东,滨州市,1999,3
山东,滨州市,2000,2
山东,滨州市,2002,3
山东,滨州市,2004,1
山东,滨州市,2006,2
山东,滨州市,2007,2
山东,滨州市,2008,2
山东,滨州市,2009,3
山东,滨州市,2010,3
山东,滨州市,2011,5
山东,滨州市,2012,6
山东,滨州市,2013,5
山东,滨州市,2014,8
山东,滨州市,2015,5
山东,滨州市,2016,3
山东,滨州市,2017,10
山东,滨州市,2018,6
山东,滨州市,2019,5
山东,滨州市,2020,5
山东,滨州市,2021,1
山东,潍坊市,1637,1
山东,潍坊市,1675,1
山东,潍坊市,1685,1
山东,潍坊市,1714,1
山东,潍坊市,1740,1
山东,潍坊市,1751,1
山东,潍坊市,1752,1
山东,潍坊市,1765,1
山东,潍坊市,1772,1
山东,潍坊市,1778,1
山东,潍坊市,1779,1
山东,潍坊市,1787,1
山东,潍坊市,1789,1
山东,潍坊市,1797,1
山东,潍坊市,1802,1
山东,潍坊市,1822,1
山东,潍坊市,1829,1
山东,潍坊市,1830,1
山东,潍坊市,1831,1
山东,潍坊市,1832,1
山东,潍坊市,1837,1
山东,潍坊市,1847,1
山东,潍坊市,1852,1
山东,潍坊市,1855,2
山东,潍坊市,1858,1
山东,潍坊市,1863,1
山东,潍坊市,1864,1
山东,潍坊市,1868,1
山东,潍坊市,1869,1
山东,潍坊市,1870,1
山东,潍坊市,1871,1
山东,潍坊市,1872,1
山东,潍坊市,1873,1
山东,潍坊市,1878,1
山东,潍坊市,1883,1
山东,潍坊市,1892,1
山东,潍坊市,1894,1
山东,潍坊市,1895,2
山东,潍坊市,1899,1
山东,潍坊市,1900,1
山东,潍坊市,1902,1
山东,潍坊市,1907,1
山东,潍坊市,1908,1
山东,潍坊市,1910,1
山东,潍坊市,1911,1
山东,潍坊市,1914,1
山东,潍坊市,1916,1
山东,潍坊市,1917,1
山东,潍坊市,1919,1
山东,潍坊市,1920,1
山东,潍坊市,1921,1
山东,潍坊市,1924,1
山东,潍坊市,1925,2
山东,潍坊市,1926,1
山东,潍坊市,1927,1
山东,潍坊市,1928,1
山东,潍坊市,1933,2
山东,潍坊市,1934,1
山东,潍坊市,1936,5
山东,潍坊市,1937,1
山东,潍坊市,1938,1
山东,潍坊市,1941,1
山东,潍坊市,1950,1
山东,潍坊市,1953,1
山东,潍坊市,1954,2
山东,潍坊市,1970,1
山东,潍坊市,1973,1
山东,潍坊市,1980,1
山东,潍坊市,1981,1
山东,潍坊市,1986,1
山东,潍坊市,1987,2
山东,潍坊市,1988,1
山东,潍坊市,1992,1
山东,潍坊市,1994,1
山东,潍坊市,1995,2
山东,潍坊市,1996,3
山东,潍坊市,1997,1
山东,潍坊市,1998,1
山东,潍坊市,1999,3
山东,潍坊市,2000,2
山东,潍坊市,2001,4
山东,潍坊市,2002,2
山东,潍坊市,2003,3
山东,潍坊市,2004,6
山东,潍坊市,2005,6
山东,潍坊市,2006,9
山东,潍坊市,2007,10
山东,潍坊市,2008,12
山东,潍坊市,2009,7
山东,潍坊市,2010,22
山东,潍坊市,2011,10
山东,潍坊市,2012,12
山东,潍坊市,2013,14
山东,潍坊市,2014,17
山东,潍坊市,2015,19
山东,潍坊市,2016,20
山东,潍坊市,2017,10
山东,潍坊市,2018,6
山东,潍坊市,2019,7
山东,潍坊市,2020,3
山东,潍坊市,2021,1
山东,潍坊市,2022,2
山东,潍坊市,2023,1
山东,烟台市,1574,1
山东,烟台市,1673,1
山东,烟台市,1725,1
山东,烟台市,1731,1
山东,烟台市,1733,1
山东,烟台市,1750,1
山东,烟台市,1756,1
山东,烟台市,1763,1
山东,烟台市,1766,1
山东,烟台市,1770,1
山东,烟台市,1773,1
山东,烟台市,1793,1
山东,烟台市,1801,1
山东,烟台市,1803,1
山东,烟台市,1804,1
山东,烟台市,1807,1
山东,烟台市,1815,2
山东,烟台市,1816,2
山东,烟台市,1818,1
山东,烟台市,1820,1
山东,烟台市,1824,2
山东,烟台市,1825,1
山东,烟台市,1828,1
山东,烟台市,1830,1
山东,烟台市,1832,1
山东,烟台市,1838,1
山东,烟台市,1841,1
山东,烟台市,1843,1
山东,烟台市,1844,2
山东,烟台市,1845,1
山东,烟台市,1846,2
山东,烟台市,1848,1
山东,烟台市,1849,1
山东,烟台市,1851,1
山东,烟台市,1856,1
山东,烟台市,1857,1
山东,烟台市,1860,1
山东,烟台市,1861,1
山东,烟台市,1862,1
山东,烟台市,1863,1
山东,烟台市,1865,1
山东,烟台市,1866,1
山东,烟台市,1867,1
山东,烟台市,1869,2
山东,烟台市,1870,1
山东,烟台市,1873,2
山东,烟台市,1874,4
山东,烟台市,1878,2
山东,烟台市,1879,2
山东,烟台市,1880,1
山东,烟台市,1881,1
山东,烟台市,1882,1
山东,烟台市,1884,2
山东,烟台市,1885,3
山东,烟台市,1887,3
山东,烟台市,1891,2
山东,烟台市,1892,2
山东,烟台市,1894,1
山东,烟台市,1895,1
山东,烟台市,1898,1
山东,烟台市,1899,1
山东,烟台市,1900,1
山东,烟台市,1904,2
山东,烟台市,1905,2
山东,烟台市,1906,2
山东,烟台市,1907,1
山东,烟台市,1908,7
山东,烟台市,1909,5
山东,烟台市,1910,2
山东,烟台市,1913,1
山东,烟台市,1915,3
山东,烟台市,1916,2
山东,烟台市,1917,4
山东,烟台市,1918,3
山东,烟台市,1919,4
山东,烟台市,1920,2
山东,烟台市,1921,5
山东,烟台市,1922,2
山东,烟台市,1923,1
山东,烟台市,1924,2
山东,烟台市,1925,2
山东,烟台市,1926,5
山东,烟台市,1927,3
山东,烟台市,1928,3
山东,烟台市,1929,1
山东,烟台市,1930,2
山东,烟台市,1931,3
山东,烟台市,1932,5
山东,烟台市,1933,7
山东,烟台市,1934,1
山东,烟台市,1935,11
山东,烟台市,1936,8
山东,烟台市,1937,6
山东,烟台市,1938,8
山东,烟台市,1939,1
山东,烟台市,1940,2
山东,烟台市,1941,5
山东,烟台市,1942,4
山东,烟台市,1943,3
山东,烟台市,1944,2
山东,烟台市,1946,2
山东,烟台市,1947,1
山东,烟台市,1948,1
山东,烟台市,1949,2
山东,烟台市,1950,2
山东,烟台市,1952,1
山东,烟台市,1954,2
山东,烟台市,1955,1
山东,烟台市,1958,1
山东,烟台市,1960,2
山东,烟台市,1961,1
山东,烟台市,1962,1
山东,烟台市,1963,1
山东,烟台市,1964,1
山东,烟台市,1965,2
山东,烟台市,1966,4
山东,烟台市,1970,2
山东,烟台市,1975,1
山东,烟台市,1976,1
山东,烟台市,1977,1
山东,烟台市,1980,3
山东,烟台市,1982,2
山东,烟台市,1983,2
山东,烟台市,1985,3
山东,烟台市,1986,2
山东,烟台市,1988,3
山东,烟台市,1989,3
山东,烟台市,1990,4
山东,烟台市,1991,3
山东,烟台市,1992,2
山东,烟台市,1993,8
山东,烟台市,1994,7
山东,烟台市,1995,5
山东,烟台市,1996,9
山东,烟台市,1997,3
山东,烟台市,1998,2
山东,烟台市,1999,5
山东,烟台市,2000,9
山东,烟台市,2001,12
山东,烟台市,2002,6
山东,烟台市,2003,8
山东,烟台市,2004,7
山东,烟台市,2005,8
山东,烟台市,2006,14
山东,烟台市,2007,14
山东,烟台市,2008,16
山东,烟台市,2009,16
山东,烟台市,2010,8
山东,烟台市,2011,14
山东,烟台市,2012,18
山东,烟台市,2013,14
山东,烟台市,2014,17
山东,烟台市,2015,14
山东,烟台市,2016,6
山东,烟台市,2017,13
山东,烟台市,2018,9
山东,烟台市,2019,11
山东,烟台市,2020,8
山东,烟台市,2021,2
山东,烟台市,2022,3
山东,烟台市,2023,1
山东,聊城市,1741,1
山东,聊城市,1861,1
山东,聊城市,1880,2
山东,聊城市,1911,1
山东,聊城市,1913,1
山东,聊城市,1934,1
山东,聊城市,1935,1
山东,聊城市,1937,1
山东,聊城市,1943,1
山东,聊城市,1949,2
山东,聊城市,1950,2
山东,聊城市,1951,1
山东,聊城市,1979,1
山东,聊城市,1984,1
山东,聊城市,1989,1
山东,聊城市,1992,1
山东,聊城市,1994,2
山东,聊城市,1997,2
山东,聊城市,1999,1
山东,聊城市,2000,1
山东,聊城市,2005,1
山东,聊城市,2006,2
山东,聊城市,2007,2
山东,聊城市,2008,1
山东,聊城市,2009,2
山东,聊城市,2010,1
山东,聊城市,2012,3
山东,聊城市,2013,1
山东,聊城市,2014,5
山东,聊城市,2015,5
山东,聊城市,2016,7
山东,聊城市,2017,6
山东,聊城市,2018,7
山东,聊城市,2019,3
山东,聊城市,2020,3
山东,聊城市,2021,2
山东,聊城市,2022,1
山东,菏泽市,1949,1
山东,菏泽市,1950,1
山东,菏泽市,1951,3
山东,菏泽市,1953,1
山东,菏泽市,1962,4
山东,菏泽市,1968,1
山东,菏泽市,1981,3
山东,菏泽市,1982,2
山东,菏泽市,1984,3
山东,菏泽市,1985,4
山东,菏泽市,1986,1
山东,菏泽市,1987,2
山东,菏泽市,1988,2
山东,菏泽市,1990,1
山东,菏泽市,1992,3
山东,菏泽市,1993,3
山东,菏泽市,1995,1
山东,菏泽市,1996,4
山东,菏泽市,1997,1
山东,菏泽市,1998,1
山东,菏泽市,2000,1
山东,菏泽市,2002,2
山东,菏泽市,2004,2
山东,菏泽市,2005,2
山东,菏泽市,2006,2
山东,菏泽市,2007,2
山东,菏泽市,2008,1
山东,菏泽市,2010,2
山东,菏泽市,2011,3
山东,菏泽市,2012,4
山东,菏泽市,2013,1
山东,菏泽市,2014,4
山东,菏泽市,2015,4
山东,菏泽市,2016,2
山东,菏泽市,2017,7
山东,菏泽市,2018,7
山东,菏泽市,2019,3
山东,菏泽市,2020,1
山东,菏泽市,2022,2
山东,青岛市,1681,1
山东,青岛市,1801,1
山东,青岛市,1804,1
山东,青岛市,1808,1
山东,青岛市,1841,1
山东,青岛市,1848,1
山东,青岛市,1849,1
山东,青岛市,1851,1
山东,青岛市,1854,1
山东,青岛市,1869,1
山东,青岛市,1871,1
山东,青岛市,1874,1
山东,青岛市,1892,1
山东,青岛市,1897,2
山东,青岛市,1898,1
山东,青岛市,1904,3
山东,青岛市,1908,2
山东,青岛市,1910,2
山东,青岛市,1911,2
山东,青岛市,1924,4
山东,青岛市,1927,1
山东,青岛市,1928,1
山东,青岛市,1929,1
山东,青岛市,1930,3
山东,青岛市,1932,1
山东,青岛市,1934,1
山东,青岛市,1935,1
山东,青岛市,1936,4
山东,青岛市,1937,3
山东,青岛市,1949,4
山东,青岛市,1953,3
山东,青岛市,1954,1
山东,青岛市,1955,1
山东,青岛市,1956,1
山东,青岛市,1957,2
山东,青岛市,1958,7
山东,青岛市,1960,2
山东,青岛市,1962,7
山东,青岛市,1963,14
山东,青岛市,1964,2
山东,青岛市,1966,1
山东,青岛市,1968,1
山东,青岛市,1977,1
山东,青岛市,1978,1
山东,青岛市,1980,3
山东,青岛市,1981,1
山东,青岛市,1982,3
山东,青岛市,1984,4
山东,青岛市,1985,1
山东,青岛市,1986,3
山东,青岛市,1987,1
山东,青岛市,1988,2
山东,青岛市,1989,10
山东,青岛市,1990,14
山东,青岛市,1991,6
山东,青岛市,1992,9
山东,青岛市,1993,13
山东,青岛市,1994,12
山东,青岛市,1995,18
山东,青岛市,1996,22
山东,青岛市,1997,15
山东,青岛市,1998,18
山东,青岛市,1999,21
山东,青岛市,2000,19
山东,青岛市,2001,9
山东,青岛市,2002,20
山东,青岛市,2003,21
山东,青岛市,2004,21
山东,青岛市,2005,31
山东,青岛市,2006,24
山东,青岛市,2007,31
山东,青岛市,2008,49
山东,青岛市,2009,32
山东,青岛市,2010,43
山东,青岛市,2011,33
山东,青岛市,2012,40
山东,青岛市,2013,46
山东,青岛市,2014,32
山东,青岛市,2015,16
山东,青岛市,2016,32
山东,青岛市,2017,26
山东,青岛市,2018,11
山东,青岛市,2019,10
山东,青岛市,2020,8
山东,青岛市,2022,1
山东,青岛市,2023,4
山西,临汾市,1651,1
山西,临汾市,1676,1
山西,临汾市,1681,1
山西,临汾市,1713,1
山西,临汾市,1715,1
山西,临汾市,1726,1
山西,临汾市,1729,1
山西,临汾市,1735,1
山西,临汾市,1741,1
山西,临汾市,1744,1
山西,临汾市,1765,1
山西,临汾市,1797,1
山西,临汾市,1810,1
山西,临汾市,1815,1
山西,临汾市,1821,1
山西,临汾市,1833,1
山西,临汾市,1843,1
山西,临汾市,1857,1
山西,临汾市,1865,2
山西,临汾市,1872,1
山西,临汾市,1883,1
山西,临汾市,1887,1
山西,临汾市,1901,1
山西,临汾市,1908,1
山西,临汾市,1914,1
山西,临汾市,1931,1
山西,临汾市,1932,1
山西,临汾市,1934,1
山西,临汾市,1942,1
山西,临汾市,1984,1
山西,临汾市,1988,1
山西,临汾市,1998,2
山西,临汾市,1999,3
山西,临汾市,2001,2
山西,临汾市,2002,2
山西,临汾市,2003,1
山西,临汾市,2004,1
山西,临汾市,2005,3
山西,临汾市,2006,4
山西,临汾市,2007,2
山西,临汾市,2008,4
山西,临汾市,2010,4
山西,临汾市,2012,2
山西,临汾市,2013,4
山西,临汾市,2014,5
山西,临汾市,2015,4
山西,临汾市,2016,3
山西,临汾市,2018,8
山西,临汾市,2019,5
山西,临汾市,2020,3
山西,临汾市,2023,1
山西,吕梁市,1781,1
山西,吕梁市,1801,1
山西,吕梁市,1859,1
山西,吕梁市,1884,1
山西,吕梁市,1904,1
山西,吕梁市,1931,1
山西,吕梁市,1992,1
山西,吕梁市,1998,1
山西,吕梁市,1999,3
山西,吕梁市,2000,2
山西,吕梁市,2002,2
山西,吕梁市,2005,2
山西,吕梁市,2006,2
山西,吕梁市,2007,9
山西,吕梁市,2008,2
山西,吕梁市,2009,4
山西,吕梁市,2010,4
山西,吕梁市,2011,2
山西,吕梁市,2012,10
山西,吕梁市,2013,7
山西,吕梁市,2014,4
山西,吕梁市,2015,4
山西,吕梁市,2016,14
山西,吕梁市,2017,10
山西,吕梁市,2018,10
山西,吕梁市,2019,14
山西,吕梁市,2020,7
山西,吕梁市,2021,1
山西,吕梁市,2022,2
山西,吕梁市,2023,4
山西,大同市,1931,1
山西,大同市,1947,1
山西,大同市,1996,1
山西,大同市,1999,1
山西,大同市,2000,1
山西,大同市,2006,2
山西,大同市,2008,3
山西,大同市,2010,1
山西,大同市,2011,1
山西,大同市,2013,3
山西,大同市,2014,2
山西,大同市,2016,1
山西,大同市,2019,3
山西,大同市,2020,1
山西,太原市,1813,1
山西,太原市,1846,1
山西,太原市,1872,1
山西,太原市,1874,1
山西,太原市,1930,1
山西,太原市,1941,2
山西,太原市,1942,1
山西,太原市,1954,2
山西,太原市,1996,1
山西,太原市,1998,1
山西,太原市,1999,1
山西,太原市,2001,1
山西,太原市,2002,1
山西,太原市,2003,2
山西,太原市,2004,1
山西,太原市,2005,3
山西,太原市,2007,1
山西,太原市,2008,4
山西,太原市,2009,1
山西,太原市,2010,3
山西,太原市,2011,2
山西,太原市,2013,4
山西,太原市,2014,1
山西,太原市,2015,3
山西,太原市,2016,5
山西,太原市,2017,4
山西,太原市,2018,3
山西,太原市,2019,5
山西,太原市,2020,6
山西,忻州市,1787,1
山西,忻州市,1812,1
山西,忻州市,1819,1
山西,忻州市,1845,1
山西,忻州市,1847,1
山西,忻州市,1849,1
山西,忻州市,1860,1
山西,忻州市,1864,1
山西,忻州市,1886,1
山西,忻州市,1916,1
山西,忻州市,1926,1
山西,忻州市,1928,2
山西,忻州市,1929,1
山西,忻州市,1932,1
山西,忻州市,1933,3
山西,忻州市,1934,2
山西,忻州市,1941,1
山西,忻州市,1958,1
山西,忻州市,1964,1
山西,忻州市,1983,1
山西,忻州市,1984,1
山西,忻州市,1986,1
山西,忻州市,1991,3
山西,忻州市,1992,2
山西,忻州市,1994,4
山西,忻州市,1996,3
山西,忻州市,1997,2
山西,忻州市,1998,3
山西,忻州市,1999,4
山西,忻州市,2000,4
山西,忻州市,2001,9
山西,忻州市,2002,4
山西,忻州市,2003,7
山西,忻州市,2004,6
山西,忻州市,2005,8
山西,忻州市,2006,1
山西,忻州市,2007,6
山西,忻州市,2008,9
山西,忻州市,2009,5
山西,忻州市,2010,5
山西,忻州市,2011,9
山西,忻州市,2012,4
山西,忻州市,2013,4
山西,忻州市,2014,12
山西,忻州市,2015,13
山西,忻州市,2016,12
山西,忻州市,2017,11
山西,忻州市,2018,9
山西,忻州市,2019,13
山西,忻州市,2020,11
山西,忻州市,2021,3
山西,忻州市,2022,3
山西,忻州市,2023,4
山西,晋中市,1790,2
山西,晋中市,1791,1
山西,晋中市,1798,1
山西,晋中市,1820,1
山西,晋中市,1821,1
山西,晋中市,1827,1
山西,晋中市,1834,1
山西,晋中市,1843,1
山西,晋中市,1845,1
山西,晋中市,1847,1
山西,晋中市,1848,1
山西,晋中市,1852,1
山西,晋中市,1864,1
山西,晋中市,1871,1
山西,晋中市,1872,1
山西,晋中市,1873,1
山西,晋中市,1878,1
山西,晋中市,1886,1
山西,晋中市,1904,1
山西,晋中市,1908,1
山西,晋中市,1915,2
山西,晋中市,1939,1
山西,晋中市,1969,1
山西,晋中市,1998,1
山西,晋中市,2000,2
山西,晋中市,2002,1
山西,晋中市,2003,1
山西,晋中市,2004,1
山西,晋中市,2006,2
山西,晋中市,2007,3
山西,晋中市,2008,4
山西,晋中市,2009,3
山西,晋中市,2010,2
山西,晋中市,2012,3
山西,晋中市,2013,6
山西,晋中市,2014,6
山西,晋中市,2015,3
山西,晋中市,2016,2
山西,晋中市,2017,2
山西,晋中市,2018,5
山西,晋中市,2019,10
山西,晋中市,2020,7
山西,晋中市,2021,3
山西,晋中市,2022,2
山西,晋中市,2023,4
山西,晋城市,1820,1
山西,晋城市,1822,1
山西,晋城市,1917,1
山西,晋城市,1933,1
山西,晋城市,1936,2
山西,晋城市,1942,1
山西,晋城市,1949,1
山西,晋城市,1987,1
山西,晋城市,1999,1
山西,晋城市,2001,1
山西,晋城市,2008,3
山西,晋城市,2009,1
山西,晋城市,2010,1
山西,晋城市,2011,1
山西,晋城市,2012,3
山西,晋城市,2013,1
山西,晋城市,2015,1
山西,晋城市,2016,4
山西,晋城市,2017,1
山西,晋城市,2018,1
山西,晋城市,2019,2
山西,晋城市,2023,1
山西,朔州市,1989,1
山西,朔州市,1992,1
山西,朔州市,1994,1
山西,朔州市,1996,1
山西,朔州市,1998,1
山西,朔州市,1999,1
山西,朔州市,2000,3
山西,朔州市,2001,1
山西,朔州市,2002,1
山西,朔州市,2003,2
山西,朔州市,2004,2
山西,朔州市,2006,1
山西,朔州市,2007,2
山西,朔州市,2008,1
山西,朔州市,2009,3
山西,朔州市,2010,3
山西,朔州市,2011,2
山西,朔州市,2012,8
山西,朔州市,2013,6
山西,朔州市,2014,2
山西,朔州市,2015,3
山西,朔州市,2016,2
山西,朔州市,2017,2
山西,朔州市,2018,4
山西,朔州市,2019,6
山西,朔州市,2020,6
山西,朔州市,2021,2
山西,朔州市,2022,2
山西,朔州市,2023,1
山西,运城市,1649,1
山西,运城市,1668,2
山西,运城市,1697,1
山西,运城市,1715,1
山西,运城市,1774,2
山西,运城市,1827,1
山西,运城市,1851,1
山西,运城市,1908,1
山西,运城市,1916,2
山西,运城市,1920,1
山西,运城市,1932,1
山西,运城市,1933,1
山西,运城市,1937,1
山西,运城市,1992,1
山西,运城市,1993,1
山西,运城市,1994,1
山西,运城市,1997,1
山西,运城市,1999,1
山西,运城市,2000,1
山西,运城市,2002,1
山西,运城市,2003,2
山西,运城市,2004,2
山西,运城市,2005,1
山西,运城市,2006,1
山西,运城市,2007,1
山西,运城市,2008,1
山西,运城市,2009,4
山西,运城市,2010,2
山西,运城市,2011,1
山西,运城市,2012,2
山西,运城市,2013,1
山西,运城市,2014,2
山西,运城市,2015,4
山西,运城市,2016,5
山西,运城市,2017,2
山西,运城市,2019,3
山西,运城市,2020,2
山西,运城市,2021,1
山西,运城市,2022,2
山西,长治市,1841,1
山西,长治市,1845,1
山西,长治市,1876,1
山西,长治市,1884,1
山西,长治市,1902,1
山西,长治市,1907,1
山西,长治市,1913,1
山西,长治市,1917,1
山西,长治市,1918,1
山西,长治市,1921,1
山西,长治市,1925,1
山西,长治市,1928,1
山西,长治市,1931,4
山西,长治市,1935,1
山西,长治市,1936,1
山西,长治市,1937,1
山西,长治市,1941,1
山西,长治市,1942,2
山西,长治市,1944,1
山西,长治市,1947,1
山西,长治市,1951,1
山西,长治市,1955,1
山西,长治市,1963,2
山西,长治市,1980,1
山西,长治市,1986,1
山西,长治市,1989,2
山西,长治市,1993,2
山西,长治市,1998,1
山西,长治市,2001,2
山西,长治市,2005,1
山西,长治市,2006,4
山西,长治市,2007,1
山西,长治市,2009,1
山西,长治市,2011,4
山西,长治市,2012,4
山西,长治市,2013,3
山西,长治市,2014,1
山西,长治市,2015,1
山西,长治市,2016,1
山西,长治市,2017,1
山西,长治市,2018,2
山西,长治市,2019,2
山西,长治市,2020,3
山西,长治市,2023,1
山西,阳泉市,1803,1
山西,阳泉市,1805,1
山西,阳泉市,1807,1
山西,阳泉市,1814,1
山西,阳泉市,1834,1
山西,阳泉市,1845,1
山西,阳泉市,1847,2
山西,阳泉市,1848,1
山西,阳泉市,1854,1
山西,阳泉市,1856,1
山西,阳泉市,1858,1
山西,阳泉市,1869,1
山西,阳泉市,1891,1
山西,阳泉市,1916,2
山西,阳泉市,1922,1
山西,阳泉市,1928,1
山西,阳泉市,1933,1
山西,阳泉市,1998,1
山西,阳泉市,1999,2
山西,阳泉市,2000,1
山西,阳泉市,2001,1
山西,阳泉市,2002,1
山西,阳泉市,2004,1
山西,阳泉市,2005,2
山西,阳泉市,2006,2
山西,阳泉市,2008,2
山西,阳泉市,2010,4
山西,阳泉市,2011,3
山西,阳泉市,2012,7
山西,阳泉市,2013,3
山西,阳泉市,2014,4
山西,阳泉市,2015,5
山西,阳泉市,2016,1
